1.000000000000000000e+01 6.186566492458433436e-27
1.020899999999999963e+01 6.277436356019746986e-27
1.042300000000000004e+01 6.370874800805037851e-27
1.064100000000000001e+01 6.469221698711739043e-27
1.086400000000000077e+01 6.570977889682428498e-27
1.109099999999999930e+01 6.678029731955719504e-27
1.132399999999999984e+01 6.789693486968138557e-27
1.156099999999999994e+01 6.907447082538078902e-27
1.180300000000000082e+01 7.030623100254197913e-27
1.205000000000000071e+01 7.160902496710703300e-27
1.230199999999999960e+01 7.297866815849112908e-27
1.255899999999999928e+01 7.443098177750708538e-27
1.282199999999999918e+01 7.596613856919343512e-27
1.309099999999999930e+01 7.759889847457537095e-27
1.336500000000000021e+01 7.932673070022096582e-27
1.364499999999999957e+01 8.116775411858895278e-27
1.392999999999999972e+01 8.312149794222845636e-27
1.422199999999999953e+01 8.520827301409759278e-27
1.451999999999999957e+01 8.742759825673493681e-27
1.482300000000000040e+01 8.979509132174912026e-27
1.513400000000000034e+01 9.232110313418658371e-27
1.545100000000000051e+01 9.501703732977804866e-27
1.577399999999999913e+01 9.789071259004920193e-27
1.610399999999999920e+01 1.009590467264685311e-26
1.644099999999999895e+01 1.042318055424143496e-26
1.678500000000000014e+01 1.077227619384161805e-26
1.713700000000000045e+01 1.114467249620055835e-26
1.749599999999999866e+01 1.154164103745535518e-26
1.786199999999999832e+01 1.196416123409772144e-26
1.823600000000000065e+01 1.241420986771105249e-26
1.861700000000000088e+01 1.289276690622870044e-26
1.900700000000000145e+01 1.340169912669334200e-26
1.940500000000000114e+01 1.394218598593731466e-26
1.981099999999999994e+01 1.451580438742226224e-26
2.022599999999999909e+01 1.512411873904528384e-26
2.064900000000000091e+01 1.576831675696724680e-26
2.108200000000000074e+01 1.645034344296513329e-26
2.152299999999999969e+01 1.717110515463991762e-26
2.197400000000000020e+01 1.793224087246078807e-26
2.243299999999999983e+01 1.873606607047484126e-26
2.290299999999999869e+01 1.958198933474570536e-26
2.338299999999999912e+01 2.047380333083008853e-26
2.387199999999999989e+01 2.141030885233973421e-26
2.437199999999999989e+01 2.239482506900832954e-26
2.488200000000000145e+01 2.342815264405730735e-26
2.540299999999999869e+01 2.451143342476161366e-26
2.593499999999999872e+01 2.564463823864735668e-26
2.647700000000000031e+01 2.683057555587088322e-26
2.703200000000000003e+01 2.806970770059996968e-26
2.759799999999999898e+01 2.936367827941389534e-26
2.817500000000000071e+01 3.071146163275439204e-26
2.876500000000000057e+01 3.211534616732820330e-26
2.936700000000000088e+01 3.357614317451151757e-26
2.998199999999999932e+01 3.509397815154809407e-26
3.060999999999999943e+01 3.666981932730103566e-26
3.125000000000000000e+01 3.830448563463204435e-26
3.190399999999999991e+01 3.999824929212443887e-26
3.257200000000000273e+01 4.175107673285197886e-26
3.325399999999999778e+01 4.356293540165083565e-26
3.395000000000000284e+01 4.543579373890024374e-26
3.466100000000000136e+01 4.736876384228711162e-26
3.538700000000000045e+01 4.936181168074538710e-26
3.612700000000000244e+01 5.141476450713928399e-26
3.688400000000000034e+01 5.352800960398032917e-26
3.765599999999999881e+01 5.570123362436994759e-26
3.844400000000000261e+01 5.793454209758594630e-26
3.924900000000000233e+01 6.022803593467113602e-26
4.007000000000000028e+01 6.258054615805771685e-26
4.090899999999999892e+01 6.499230435849106083e-26
4.176500000000000057e+01 6.746214236493087732e-26
4.264000000000000057e+01 6.999028443185544169e-26
4.353199999999999648e+01 7.257643600309556900e-26
4.444400000000000261e+01 7.521994421887893564e-26
4.537400000000000233e+01 7.792051813560451093e-26
4.632399999999999807e+01 8.067637199542808148e-26
4.729399999999999693e+01 8.348846662934438858e-26
4.828399999999999892e+01 8.635576406264871800e-26
4.929399999999999693e+01 8.927722749399806801e-26
5.032600000000000051e+01 9.225305809226121021e-26
5.138000000000000256e+01 9.528221402221212268e-26
5.245499999999999829e+01 9.836553873361415520e-26
5.355299999999999727e+01 1.015002260562874379e-25
5.467399999999999949e+01 1.046882343008183173e-25
5.581900000000000261e+01 1.079276354846152381e-25
5.698700000000000188e+01 1.112182756974409063e-25
5.817999999999999972e+01 1.145643372987894970e-25
5.939800000000000324e+01 1.179577767961469131e-25
6.064099999999999824e+01 1.214025520267809779e-25
6.191100000000000136e+01 1.248988356491787363e-25
6.320700000000000074e+01 1.284464758346930516e-25
6.453000000000000114e+01 1.320455356448892959e-25
6.588100000000000023e+01 1.356860751383992644e-25
6.726000000000000512e+01 1.393880490359151875e-25
6.866800000000000637e+01 1.431415148210039818e-25
7.010500000000000398e+01 1.469564268457461250e-25
7.157299999999999329e+01 1.508129394540080120e-25
7.307099999999999795e+01 1.547209053914250215e-25
7.460099999999999909e+01 1.586904747070047829e-25
7.616200000000000614e+01 1.627115020788166295e-25
7.775700000000000500e+01 1.667942286946333497e-25
7.938400000000000034e+01 1.706884139858538355e-25
8.104600000000000648e+01 1.743842932632949290e-25
8.274299999999999500e+01 1.780518146895091000e-25
8.447499999999999432e+01 1.818009280072096890e-25
8.624299999999999500e+01 1.857116749637175277e-25
8.804900000000000659e+01 1.897941846238646790e-25
8.989199999999999591e+01 1.940383144390677191e-25
9.177299999999999613e+01 1.984241025260350281e-25
9.369499999999999318e+01 2.029417585089649644e-25
9.565600000000000591e+01 2.075610534393306484e-25
9.765800000000000125e+01 2.122721071821432885e-25
9.970300000000000296e+01 2.170850341844601942e-25
1.017900000000000063e+02 2.201896938537027303e-25
1.039200000000000017e+02 2.251061155789197152e-25
1.060999999999999943e+02 2.301048163226214946e-25
1.083199999999999932e+02 2.351849191345555192e-25
1.105799999999999983e+02 2.403363811339694997e-25
1.129000000000000057e+02 2.455707420478369132e-25
1.152600000000000051e+02 2.508763482167479352e-25
1.176800000000000068e+02 2.562647103240597845e-25
1.201400000000000006e+02 2.617242111383831623e-25
1.226500000000000057e+02 2.672655743626080123e-25
1.252199999999999989e+02 2.728894937949064010e-25
1.278400000000000034e+02 2.785951482382072742e-25
1.305200000000000102e+02 2.843832199047268807e-25
1.332500000000000000e+02 2.902429070564395979e-25
1.360399999999999920e+02 2.961948805039929912e-25
1.388899999999999864e+02 3.022190702789772136e-25
1.418000000000000114e+02 3.083354085172134299e-25
1.447599999999999909e+02 3.145231312776453244e-25
1.477899999999999920e+02 3.207935782919876843e-25
1.508899999999999864e+02 3.271766662169218129e-25
1.540500000000000114e+02 3.336016373204113304e-25
1.572700000000000102e+02 3.401084339577427649e-25
1.605600000000000023e+02 3.466976632824950895e-25
1.639199999999999875e+02 3.533592509106375664e-25
1.673600000000000136e+02 3.600937740295423578e-25
1.708600000000000136e+02 3.669098573881378589e-25
1.744399999999999977e+02 3.737887253256615769e-25
1.780900000000000034e+02 3.807496631280118065e-25
1.818199999999999932e+02 3.877732304563350525e-25
1.856200000000000045e+02 3.948687302744333992e-25
1.895099999999999909e+02 4.020273239524190357e-25
1.934699999999999989e+02 4.092477089370553623e-25
1.975200000000000102e+02 4.165410259179882947e-25
2.016599999999999966e+02 4.238871851861135290e-25
2.058799999999999955e+02 4.312955142503960867e-25
2.101899999999999977e+02 4.387565261424939890e-25
2.145900000000000034e+02 4.462701387718991119e-25
2.190800000000000125e+02 4.538462725636224229e-25
2.236699999999999875e+02 4.614654120813135119e-25
2.283499999999999943e+02 4.691269094123328665e-25
2.331299999999999955e+02 4.768412426012610986e-25
2.380099999999999909e+02 4.845983248821989376e-25
2.429900000000000091e+02 4.923980721445593908e-25
2.480800000000000125e+02 5.002309362052215196e-25
2.532700000000000102e+02 5.080962938216843233e-25
2.585699999999999932e+02 5.160045911325181620e-25
2.639900000000000091e+02 5.239362552210314952e-25
2.695099999999999909e+02 5.319001596153108380e-25
2.751499999999999773e+02 5.398872486628244917e-25
2.809100000000000250e+02 5.478974249531236173e-25
2.867900000000000205e+02 5.559305940233523273e-25
2.928000000000000114e+02 5.639871552146157703e-25
2.989300000000000068e+02 5.720565187921443337e-25
3.051899999999999977e+02 5.801590798379655484e-25
3.115699999999999932e+02 5.882542646023890353e-25
3.181000000000000227e+02 5.963534058698423472e-25
3.247500000000000000e+02 6.044649840947712637e-25
3.315500000000000114e+02 6.125903088088868151e-25
3.384900000000000091e+02 6.207088087860485720e-25
3.455799999999999841e+02 6.288408387434385057e-25
3.528100000000000023e+02 6.369658434075182466e-25
3.601999999999999886e+02 6.450946170158410210e-25
3.677400000000000091e+02 6.532166061508521093e-25
3.754399999999999977e+02 6.613321459521816535e-25
3.833000000000000114e+02 6.694411277536091458e-25
3.913199999999999932e+02 6.775334462301787748e-25
3.995099999999999909e+02 6.856294195962488057e-25
4.078700000000000045e+02 6.936989360455826896e-25
4.164100000000000250e+02 7.017622988533290262e-25
4.251299999999999955e+02 7.098193903077841870e-25
4.340299999999999727e+02 7.178500962839644630e-25
4.431100000000000136e+02 7.258643061810653117e-25
4.523899999999999864e+02 7.338627027288502776e-25
4.618600000000000136e+02 7.418347669125869745e-25
4.715299999999999727e+02 7.498007733502173027e-25
4.813999999999999773e+02 7.577306014002794204e-25
4.914800000000000182e+02 7.656445130448382531e-25
5.017599999999999909e+02 7.733220083081821904e-25
5.122699999999999818e+02 7.805540910447199452e-25
5.229900000000000091e+02 7.877198861963613576e-25
5.339400000000000546e+02 7.948300072654078169e-25
5.451200000000000045e+02 8.018843218685747765e-25
5.565299999999999727e+02 8.088827016650314062e-25
5.681799999999999500e+02 8.158153746868867607e-25
5.800700000000000500e+02 8.227022095753866437e-25
5.922100000000000364e+02 8.295334242092002070e-25
6.046100000000000136e+02 8.363092262325152083e-25
6.172699999999999818e+02 8.430394752524474660e-25
6.301900000000000546e+02 8.497340351683368403e-25
6.433799999999999955e+02 8.563731052623777257e-25
6.568500000000000227e+02 8.629768753116442051e-25
6.706000000000000227e+02 8.695352014928822747e-25
6.846399999999999864e+02 8.760682654366081307e-25
6.989700000000000273e+02 8.825559221613172503e-25
7.136000000000000227e+02 8.890283456108660841e-25
7.285399999999999636e+02 8.954657011664981285e-25
7.437899999999999636e+02 9.018778379023740602e-25
7.593600000000000136e+02 9.082649143662363049e-25
7.752599999999999909e+02 9.146470811058243980e-25
7.914800000000000182e+02 9.210038837580904015e-25
8.080499999999999545e+02 9.272860670672023061e-25
8.249700000000000273e+02 9.335834663869222934e-25
8.422400000000000091e+02 9.398759220799553935e-25
8.598700000000000045e+02 9.461735658920305543e-25
8.778700000000000045e+02 9.524765225993867613e-25
8.962400000000000091e+02 9.587946296440531597e-25
9.150099999999999909e+02 9.650985625876180069e-25
9.341599999999999682e+02 9.714175934336158390e-25
9.537100000000000364e+02 9.777421102413193983e-25
9.736799999999999500e+02 9.840824835990289815e-25
9.940599999999999454e+02 9.904382678430556065e-25
1.014899999999999977e+03 9.978506158249192072e-25
1.036099999999999909e+03 1.004246716859230766e-24
1.057799999999999955e+03 1.010650072283329216e-24
1.079900000000000091e+03 1.017077903931103097e-24
1.102599999999999909e+03 1.023525134753945669e-24
1.125599999999999909e+03 1.029993965321849804e-24
1.149200000000000045e+03 1.036491781009390013e-24
